timestamp	n_reports	n_success	pass_pct	n_fail	tierA	tierB	tierC	tierD	classes
2026-07-14T22:08:10	18659	16498	88.4	2161	648	1415	98	0	timeout:1047,no_conformers:293,donor_H_atom_count:206,high_rmsd:121,carborane_unsupported:98,gen_exception_other:75,geometry_or_fragment_change:69,EZ_bond_stereo:69,string_mismatch_other:58,winding_flip:33,atom_stereo:27,macrocycle_perception:15,encode_crash_other:13,kekulize_encode_crash:13,H_on_terminal_oxo_imido:11,garbled_aromatic:7,geometry_NON:4,rmsd_mapping_failed:2
2026-07-14T22:39:10	18821	16637	88.4	2184	655	1430	99	0	timeout:1061,no_conformers:294,donor_H_atom_count:208,high_rmsd:123,carborane_unsupported:99,gen_exception_other:75,geometry_or_fragment_change:70,EZ_bond_stereo:69,string_mismatch_other:58,winding_flip:35,atom_stereo:27,macrocycle_perception:15,encode_crash_other:13,kekulize_encode_crash:13,H_on_terminal_oxo_imido:11,garbled_aromatic:7,geometry_NON:4,rmsd_mapping_failed:2
2026-07-14T23:10:14	18989	16781	88.4	2208	663	1442	103	0	timeout:1070,no_conformers:295,donor_H_atom_count:210,high_rmsd:126,carborane_unsupported:103,gen_exception_other:77,geometry_or_fragment_change:70,EZ_bond_stereo:70,string_mismatch_other:59,winding_flip:35,atom_stereo:27,macrocycle_perception:15,encode_crash_other:14,kekulize_encode_crash:13,H_on_terminal_oxo_imido:11,garbled_aromatic:7,geometry_NON:4,rmsd_mapping_failed:2
2026-07-14T23:41:14	19179	16939	88.3	2240	674	1458	107	1	timeout:1079,no_conformers:300,donor_H_atom_count:214,high_rmsd:129,carborane_unsupported:107,gen_exception_other:79,geometry_or_fragment_change:70,EZ_bond_stereo:70,string_mismatch_other:60,winding_flip:35,atom_stereo:28,macrocycle_perception:15,encode_crash_other:14,kekulize_encode_crash:14,H_on_terminal_oxo_imido:11,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2,interrupted:1
2026-07-15T00:12:13	19384	17124	88.3	2260	683	1469	108	0	timeout:1086,no_conformers:304,donor_H_atom_count:218,high_rmsd:130,carborane_unsupported:108,gen_exception_other:79,geometry_or_fragment_change:71,EZ_bond_stereo:70,string_mismatch_other:62,winding_flip:35,atom_stereo:28,macrocycle_perception:15,kekulize_encode_crash:15,encode_crash_other:14,H_on_terminal_oxo_imido:11,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T00:43:10	19574	17294	88.4	2280	689	1483	108	0	timeout:1095,no_conformers:308,donor_H_atom_count:219,high_rmsd:132,carborane_unsupported:108,gen_exception_other:80,EZ_bond_stereo:72,geometry_or_fragment_change:71,string_mismatch_other:62,winding_flip:35,atom_stereo:28,macrocycle_perception:15,kekulize_encode_crash:15,encode_crash_other:14,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T01:14:12	19751	17448	88.3	2303	692	1502	109	0	timeout:1110,no_conformers:311,donor_H_atom_count:220,high_rmsd:132,carborane_unsupported:109,gen_exception_other:81,EZ_bond_stereo:73,geometry_or_fragment_change:72,string_mismatch_other:62,winding_flip:35,atom_stereo:28,macrocycle_perception:15,kekulize_encode_crash:15,encode_crash_other:14,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T01:45:11	19937	17614	88.3	2323	695	1518	110	0	timeout:1120,no_conformers:316,donor_H_atom_count:220,high_rmsd:132,carborane_unsupported:110,gen_exception_other:82,EZ_bond_stereo:73,geometry_or_fragment_change:72,string_mismatch_other:64,winding_flip:36,atom_stereo:28,macrocycle_perception:15,kekulize_encode_crash:15,encode_crash_other:14,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T02:16:12	20116	17773	88.4	2343	704	1528	111	0	timeout:1125,no_conformers:320,donor_H_atom_count:221,high_rmsd:134,carborane_unsupported:111,gen_exception_other:83,EZ_bond_stereo:75,geometry_or_fragment_change:73,string_mismatch_other:66,winding_flip:36,atom_stereo:28,encode_crash_other:15,macrocycle_perception:15,kekulize_encode_crash:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T02:47:09	20314	17948	88.4	2366	711	1544	111	0	timeout:1137,no_conformers:324,donor_H_atom_count:221,high_rmsd:139,carborane_unsupported:111,gen_exception_other:83,EZ_bond_stereo:75,geometry_or_fragment_change:74,string_mismatch_other:67,winding_flip:36,atom_stereo:28,encode_crash_other:15,macrocycle_perception:15,kekulize_encode_crash:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T03:18:09	20516	18133	88.4	2383	718	1554	111	0	timeout:1145,no_conformers:325,donor_H_atom_count:222,high_rmsd:140,carborane_unsupported:111,gen_exception_other:84,EZ_bond_stereo:76,geometry_or_fragment_change:74,string_mismatch_other:69,winding_flip:37,atom_stereo:28,kekulize_encode_crash:16,encode_crash_other:15,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T03:49:12	20726	18327	88.4	2399	723	1564	111	1	timeout:1153,no_conformers:326,donor_H_atom_count:223,high_rmsd:142,carborane_unsupported:111,gen_exception_other:85,EZ_bond_stereo:77,geometry_or_fragment_change:74,string_mismatch_other:70,winding_flip:37,atom_stereo:28,kekulize_encode_crash:16,encode_crash_other:15,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2,interrupted:1
2026-07-15T04:20:09	20925	18506	88.4	2419	728	1578	113	0	timeout:1165,no_conformers:326,donor_H_atom_count:224,high_rmsd:142,carborane_unsupported:113,gen_exception_other:87,EZ_bond_stereo:79,geometry_or_fragment_change:74,string_mismatch_other:71,winding_flip:37,atom_stereo:29,kekulize_encode_crash:16,encode_crash_other:15,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T04:51:10	21129	18686	88.4	2443	734	1594	115	0	timeout:1174,no_conformers:332,donor_H_atom_count:225,high_rmsd:142,carborane_unsupported:115,gen_exception_other:88,EZ_bond_stereo:80,geometry_or_fragment_change:74,string_mismatch_other:72,winding_flip:37,atom_stereo:30,kekulize_encode_crash:17,encode_crash_other:16,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T05:22:13	21312	18847	88.4	2465	737	1613	115	0	timeout:1190,no_conformers:334,donor_H_atom_count:225,high_rmsd:143,carborane_unsupported:115,gen_exception_other:89,EZ_bond_stereo:80,geometry_or_fragment_change:75,string_mismatch_other:72,winding_flip:38,atom_stereo:30,kekulize_encode_crash:17,encode_crash_other:16,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T05:53:13	21528	19048	88.5	2480	742	1622	116	0	timeout:1197,no_conformers:335,donor_H_atom_count:227,high_rmsd:145,carborane_unsupported:116,gen_exception_other:90,EZ_bond_stereo:80,geometry_or_fragment_change:75,string_mismatch_other:72,winding_flip:39,atom_stereo:30,kekulize_encode_crash:17,encode_crash_other:16,macrocycle_perception:15,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T06:24:18	21708	19204	88.5	2504	747	1639	117	1	timeout:1210,no_conformers:338,donor_H_atom_count:228,high_rmsd:145,carborane_unsupported:117,gen_exception_other:91,EZ_bond_stereo:80,geometry_or_fragment_change:75,string_mismatch_other:73,winding_flip:40,atom_stereo:31,kekulize_encode_crash:17,encode_crash_other:16,macrocycle_perception:16,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2,interrupted:1
2026-07-15T06:55:10	21874	19345	88.4	2529	757	1654	118	0	timeout:1221,no_conformers:340,donor_H_atom_count:231,high_rmsd:147,carborane_unsupported:118,gen_exception_other:93,EZ_bond_stereo:80,geometry_or_fragment_change:75,string_mismatch_other:73,winding_flip:43,atom_stereo:33,kekulize_encode_crash:17,encode_crash_other:16,macrocycle_perception:16,H_on_terminal_oxo_imido:12,garbled_aromatic:7,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T07:26:16	22082	19531	88.4	2551	767	1665	119	0	timeout:1229,no_conformers:342,donor_H_atom_count:234,high_rmsd:148,carborane_unsupported:119,gen_exception_other:94,EZ_bond_stereo:81,geometry_or_fragment_change:76,string_mismatch_other:73,winding_flip:43,atom_stereo:34,kekulize_encode_crash:18,macrocycle_perception:17,encode_crash_other:16,H_on_terminal_oxo_imido:12,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T07:57:13	22292	19719	88.5	2573	774	1675	124	0	timeout:1234,no_conformers:345,donor_H_atom_count:236,high_rmsd:148,carborane_unsupported:124,gen_exception_other:96,EZ_bond_stereo:82,geometry_or_fragment_change:78,string_mismatch_other:75,winding_flip:43,atom_stereo:34,kekulize_encode_crash:18,macrocycle_perception:17,encode_crash_other:16,H_on_terminal_oxo_imido:12,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T08:28:12	22481	19885	88.5	2596	782	1690	124	0	timeout:1240,no_conformers:351,donor_H_atom_count:240,high_rmsd:149,carborane_unsupported:124,gen_exception_other:99,EZ_bond_stereo:83,geometry_or_fragment_change:79,string_mismatch_other:75,winding_flip:43,atom_stereo:35,kekulize_encode_crash:18,macrocycle_perception:17,encode_crash_other:16,H_on_terminal_oxo_imido:12,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T08:59:13	22671	20052	88.4	2619	788	1706	124	1	timeout:1251,no_conformers:356,donor_H_atom_count:241,high_rmsd:150,carborane_unsupported:124,gen_exception_other:99,EZ_bond_stereo:83,geometry_or_fragment_change:80,string_mismatch_other:75,winding_flip:43,atom_stereo:35,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:14,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2,interrupted:1
2026-07-15T09:29:49	22850	20208	88.4	2642	798	1720	124	0	timeout:1262,no_conformers:359,donor_H_atom_count:244,high_rmsd:150,carborane_unsupported:124,gen_exception_other:99,EZ_bond_stereo:85,geometry_or_fragment_change:80,string_mismatch_other:76,winding_flip:44,atom_stereo:37,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T10:00:08	23039	20367	88.4	2672	803	1742	127	0	timeout:1276,no_conformers:365,donor_H_atom_count:245,high_rmsd:151,carborane_unsupported:127,gen_exception_other:101,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:39,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:8,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T10:31:09	23226	20530	88.4	2696	809	1759	128	0	timeout:1286,no_conformers:371,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T11:02:24	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T11:33:16	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T12:04:17	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T13:07:23	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T14:08:21	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T15:09:22	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T16:10:15	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T17:11:19	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T18:12:09	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T19:13:24	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T20:14:24	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T21:15:17	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T22:16:33	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-15T23:17:21	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T00:19:44	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T01:20:16	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T02:21:15	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T03:22:13	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T04:23:16	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T05:24:18	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-16T06:25:12	23306	20606	88.4	2700	809	1763	128	0	timeout:1289,no_conformers:372,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T12:36:02	23312	20612	88.4	2700	809	1763	128	0	timeout:1290,no_conformers:371,donor_H_atom_count:247,high_rmsd:152,carborane_unsupported:128,gen_exception_other:102,EZ_bond_stereo:85,geometry_or_fragment_change:81,string_mismatch_other:76,winding_flip:44,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T13:02:13	23383	20672	88.4	2711	814	1767	130	0	timeout:1293,no_conformers:371,donor_H_atom_count:248,high_rmsd:152,carborane_unsupported:130,gen_exception_other:103,EZ_bond_stereo:86,geometry_or_fragment_change:81,string_mismatch_other:78,winding_flip:45,atom_stereo:41,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T13:28:09	23470	20748	88.4	2722	820	1772	130	0	timeout:1296,no_conformers:372,donor_H_atom_count:250,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:86,geometry_or_fragment_change:81,string_mismatch_other:78,winding_flip:46,atom_stereo:42,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T13:54:12	23543	20815	88.4	2728	824	1774	130	0	timeout:1298,no_conformers:372,donor_H_atom_count:253,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:86,geometry_or_fragment_change:81,string_mismatch_other:79,winding_flip:46,atom_stereo:42,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T14:20:14	23633	20894	88.4	2739	826	1783	130	0	timeout:1303,no_conformers:376,donor_H_atom_count:254,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:86,geometry_or_fragment_change:81,string_mismatch_other:80,winding_flip:46,atom_stereo:42,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T14:46:11	23717	20971	88.4	2746	828	1788	130	0	timeout:1307,no_conformers:377,donor_H_atom_count:254,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:86,geometry_or_fragment_change:81,string_mismatch_other:81,winding_flip:47,atom_stereo:42,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T15:12:10	23899	21136	88.4	2763	834	1799	130	0	timeout:1315,no_conformers:380,donor_H_atom_count:255,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:87,geometry_or_fragment_change:83,string_mismatch_other:81,winding_flip:48,atom_stereo:43,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T15:38:09	24078	21301	88.5	2777	836	1811	130	0	timeout:1321,no_conformers:386,donor_H_atom_count:255,high_rmsd:154,carborane_unsupported:130,gen_exception_other:104,EZ_bond_stereo:87,geometry_or_fragment_change:84,string_mismatch_other:82,winding_flip:48,atom_stereo:43,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T16:04:10	24264	21473	88.5	2791	841	1819	131	0	timeout:1326,no_conformers:387,donor_H_atom_count:258,high_rmsd:156,carborane_unsupported:131,gen_exception_other:106,EZ_bond_stereo:87,geometry_or_fragment_change:84,string_mismatch_other:82,winding_flip:48,atom_stereo:43,macrocycle_perception:18,kekulize_encode_crash:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T16:30:09	24361	21552	88.5	2809	842	1835	132	0	timeout:1339,no_conformers:390,donor_H_atom_count:258,high_rmsd:156,carborane_unsupported:132,gen_exception_other:106,EZ_bond_stereo:87,geometry_or_fragment_change:84,string_mismatch_other:82,winding_flip:48,atom_stereo:43,kekulize_encode_crash:19,macrocycle_perception:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T16:57:13	24448	21620	88.4	2828	844	1850	134	0	timeout:1353,no_conformers:391,donor_H_atom_count:258,high_rmsd:156,carborane_unsupported:134,gen_exception_other:106,EZ_bond_stereo:87,geometry_or_fragment_change:84,string_mismatch_other:83,winding_flip:49,atom_stereo:43,kekulize_encode_crash:19,macrocycle_perception:18,encode_crash_other:16,H_on_terminal_oxo_imido:15,garbled_aromatic:9,geometry_NON:5,rmsd_mapping_failed:2
2026-07-17T19:18:14	25197	22280	88.4	2917	874	1901	142	0	timeout:1388,no_conformers:403,donor_H_atom_count:271,high_rmsd:162,carborane_unsupported:142,gen_exception_other:110,EZ_bond_stereo:88,string_mismatch_other:87,geometry_or_fragment_change:85,winding_flip:50,atom_stereo:44,macrocycle_perception:19,kekulize_encode_crash:19,encode_crash_other:16,H_on_terminal_oxo_imido:16,garbled_aromatic:9,geometry_NON:6,rmsd_mapping_failed:2
2026-07-17T20:32:15	25197	22280	88.4	2917	874	1901	142	0	timeout:1388,no_conformers:403,donor_H_atom_count:271,high_rmsd:162,carborane_unsupported:142,gen_exception_other:110,EZ_bond_stereo:88,string_mismatch_other:87,geometry_or_fragment_change:85,winding_flip:50,atom_stereo:44,macrocycle_perception:19,kekulize_encode_crash:19,encode_crash_other:16,H_on_terminal_oxo_imido:16,garbled_aromatic:9,geometry_NON:6,rmsd_mapping_failed:2
2026-07-17T21:33:13	25197	22280	88.4	2917	874	1901	142	0	timeout:1388,no_conformers:403,donor_H_atom_count:271,high_rmsd:162,carborane_unsupported:142,gen_exception_other:110,EZ_bond_stereo:88,string_mismatch_other:87,geometry_or_fragment_change:85,winding_flip:50,atom_stereo:44,macrocycle_perception:19,kekulize_encode_crash:19,encode_crash_other:16,H_on_terminal_oxo_imido:16,garbled_aromatic:9,geometry_NON:6,rmsd_mapping_failed:2
