GULPAG_comp_0	0af748fe82586f66bccc5f77b46b97ddac42ebf5db8173f6b864e668120fe345	0af748fe82586f66bccc5f77b46b97ddac42ebf5db8173f6b864e668120fe345	103	103	eta
HAGKAD_comp_1	34d1287f4695efcd87d303c5e4df786a48379f4fb6c67defb5ec23e5ffa8617d	34d1287f4695efcd87d303c5e4df786a48379f4fb6c67defb5ec23e5ffa8617d	61	61	-
HAZCIX_comp_0	db918d574fa7ad2428dda52a4cd97e5a739882b216457817a0fce3916b938bb9	db918d574fa7ad2428dda52a4cd97e5a739882b216457817a0fce3916b938bb9	63	63	-
HEBBAS_comp_0	5e05321a2aceea6f23f720c3d04e8eed278aaab312a0bc4b181c484696287de3	5e05321a2aceea6f23f720c3d04e8eed278aaab312a0bc4b181c484696287de3	94	94	-
HIKJIW_comp_0	db5a94c1a8f368ef50e3795a8a2fae5c9c03df00c3ea05c7c612272666e295e1	db5a94c1a8f368ef50e3795a8a2fae5c9c03df00c3ea05c7c612272666e295e1	76	76	-
HINFOC_comp_0	b92a4ee340e6c82ec7eccba11579ef38cb6215287b27068072025a12b0d40096	b92a4ee340e6c82ec7eccba11579ef38cb6215287b27068072025a12b0d40096	69	69	-
HIXJEF_comp_0	919e33c79a56cc3b3bf81eec744a21063f4d7a519914f5384618441d95bce5e2	919e33c79a56cc3b3bf81eec744a21063f4d7a519914f5384618441d95bce5e2	75	75	-
HORJAB_comp_0	4f3ecad5f9a59b4db33df31908f0b41d421ce27d8a01329dff3726c12cbf6516	4f3ecad5f9a59b4db33df31908f0b41d421ce27d8a01329dff3726c12cbf6516	128	128	-
IFIHAI_comp_0	0ccc82cc4695a3cebc5e0f5f0eef2e87ba992c49ed675a428e7cc807421b7263	0ccc82cc4695a3cebc5e0f5f0eef2e87ba992c49ed675a428e7cc807421b7263	86	86	eta
IHOCUE_comp_0	fe411c9e1e74d98a84d6e65cee1760a8179bab21a35520eb6c1e08ab98c3205a	fe411c9e1e74d98a84d6e65cee1760a8179bab21a35520eb6c1e08ab98c3205a	99	99	eta
IJAXIB_comp_0	b3343a3f2319db53c88d30218a46e7ea0769756e10ee405b6d05ec1e67bd93d3	b3343a3f2319db53c88d30218a46e7ea0769756e10ee405b6d05ec1e67bd93d3	110	110	-
IJOSOP_comp_0	3120cbbc228ef4a9ee9edf4f68352d56c8b9b7d84a1715e315335c8aa9679a1a	3120cbbc228ef4a9ee9edf4f68352d56c8b9b7d84a1715e315335c8aa9679a1a	134	134	-
IKIJIX_comp_0	9b326a64ef218e17bd235770884f5629dc6d147b22c24f6958f24075a7950c6d	9b326a64ef218e17bd235770884f5629dc6d147b22c24f6958f24075a7950c6d	95	95	-
IQEGEQ_comp_0	42733783bcaeef637bc444897fd6883037964be16f25c371622126b125e85001	42733783bcaeef637bc444897fd6883037964be16f25c371622126b125e85001	72	72	-
JABDEW_comp_0	8d040416cf218c6ee696da9e36d80aa781355d2b8c5cdd829d92fd663a7a66ff	8d040416cf218c6ee696da9e36d80aa781355d2b8c5cdd829d92fd663a7a66ff	56	56	-
JANVUQ_comp_0	a3418b876dc25fe196c5037458a97b49c5b1d2155e15b87f65d7fcb37c6d3e2a	a3418b876dc25fe196c5037458a97b49c5b1d2155e15b87f65d7fcb37c6d3e2a	102	102	eta
JEGKEM_comp_1	4a736686411e7de17ec8b5fc91d6dd9c60d4f90dab0bfb8e8e197e1bc112ae3f	4a736686411e7de17ec8b5fc91d6dd9c60d4f90dab0bfb8e8e197e1bc112ae3f	85	85	eta
JEMVED_comp_0	770bbe9cc802c4d45eb6013096422e13e5c7422f98cefe71a3284ad0505155d5	770bbe9cc802c4d45eb6013096422e13e5c7422f98cefe71a3284ad0505155d5	90	90	-
